"src","total_con","num_of_des","total_failed","des_list","id_list","con_per_des","success_to_fail_ratio"
"C6621",3,3,0,"C529 C612 C2106","1352 6314 6703",1,0
"C989",3,3,0,"C457 C2106 C586","1396 2986 4166",1,0
"C20756",3,3,0,"C625 C612 C1065","1420 1583 3794",1,0
"C8062",3,3,0,"C743 C625 C586","1490 4103 5724",1,0
"C19694",3,3,0,"C586 C457 C612","1522 3733 7887",1,0
"C16652",3,3,0,"C528 C529 C467","1523 2340 4869",1,0
"C16936",3,3,0,"C467 C586 C3443","1542 1946 2310",1,0
"C14169",3,3,0,"C1065 C625 C528","1596 4209 7742",1,0
"C16916",3,3,0,"C625 C586 C2855","1612 4667 9045",1,0
"C7764",3,3,0,"C529 C467 C528","1620 1776 2576",1,0
"C18498",3,3,0,"C2106 C528 C529","1623 2283 4361",1,0
"C20021",3,3,0,"C529 C528 C457","1704 3341 5970",1,0
"C3896",3,3,0,"C586 C1065 C612","1719 2661 6343",1,0
"C17160",3,3,0,"C467 C612 C625","1726 6328 8876",1,0
"C1255",3,3,0,"C2106 C586 C528","1735 5132 5954",1,0
"C18961",3,3,0,"C457 C586 C743","1773 2367 6135",1,0
"C21833",3,3,0,"C457 C1065 C10","1780 2165 8644",1,0
"C21247",3,3,0,"C586 C529 C612","1841 4040 4679",1,0
"C669",3,3,0,"C529 C586 C467","1965 3228 5224",1,0
"C18285",3,3,0,"C2855 C457 C625","2003 3174 7289",1,0
"C7071",3,3,0,"C528 C625 C1065","2114 2116 6690",1,0
"C14635",3,3,0,"C625 C1065 C586","2177 2180 3707",1,0
"C3268",3,3,0,"C2106 C1065 C586","2200 8839 8882",1,0
"C3538",3,3,0,"C528 C457 C529","2217 7348 8280",1,0
"C12238",3,3,0,"C625 C529 C4784","2271 2574 7143",1,0
"C17792",3,3,0,"C612 C586 C467","2282 5909 6977",1,0
"C12882",3,3,0,"C2162 C529 C586","2305 3624 8061",1,0
"C9927",3,3,0,"C586 C2106 C1681","2332 2811 8636",1,0
"C22594",3,3,0,"C625 C2106 C1065","2346 5160 7365",1,0
"C18554",3,3,0,"C586 C457 C625","2349 2908 3948",1,0
"C1396",3,3,0,"C467 C1015 C612","2446 5457 5930",1,0
"C3202",3,3,0,"C586 C529 C1065","2533 3885 4174",1,0
"C7301",3,3,0,"C612 C528 C586","2569 3197 6958",1,0
"C5974",3,3,0,"C529 C586 C457","2625 3336 6877",1,0
"C13764",3,3,0,"C625 C467 C586","2678 3448 5980",1,0
"C20329",3,3,0,"C586 C706 C457","2684 6057 7993",1,0
"C12129",3,3,0,"C467 C586 C528","2716 7342 8066",1,0
"C2181",3,3,0,"C586 C2106 C585","2801 5401 8375",1,0
"C9260",3,3,0,"C612 C801 C1065","2963 5274 5912",1,0
"C6035",3,3,0,"C625 C612 C2162","2980 7853 8001",1,0
"C4711",3,3,0,"C625 C612 C2106","3059 4344 5661",1,0
"C7413",3,3,0,"C612 C586 C529","3219 6372 7987",1,0
"C16839",3,3,0,"C467 C2106 C528","3229 6401 6561",1,0
"C6717",3,3,0,"C625 C586 C529","3290 6312 8024",1,0
"C21637",3,3,0,"C612 C801 C1065","3364 4206 6654",1,0
"C5506",3,3,0,"C467 C528 C612","3369 6074 8568",1,0
"C19259",3,3,0,"C586 C467 C625","3460 7339 8702",1,0
"C12689",3,3,0,"C625 C457 C612","3468 3691 7367",1,0
"C698",3,3,0,"C457 C1065 C467","3571 5378 6881",1,0
"C21478",3,3,0,"C585 C586 C449","3914 7121 7651",1,0
"C17552",3,3,0,"C586 C612 C467","3974 6621 7151",1,0
"C19589",3,3,0,"C585 C612 C529","4184 6018 7264",1,0
"C5578",3,3,0,"C586 C529 C612","4284 4522 4845",1,0
"C11719",3,3,0,"C529 C457 C586","4374 4580 8295",1,0
"C368",3,3,0,"C586 C457 C529","4479 6602 8560",1,0
"C5349",3,3,0,"C1065 C467 C612","4507 5134 8837",1,0
"C9219",3,3,0,"C457 C529 C2106","4508 6079 8490",1,0
"C729",3,3,0,"C1065 C586 C467","4558 5100 8408",1,0
"C3386",3,3,0,"C612 C528 C1065","4636 6233 6629",1,0
"C17060",3,3,0,"C625 C529 C467","4752 5410 8855",1,0
"C15445",3,3,0,"C586 C612 C528","4841 5265 6195",1,0
"C12055",3,3,0,"C2106 C586 C467","4946 6379 7020",1,0
"C18854",3,3,0,"C528 C612 C10","4978 8053 8451",1,0
"C7470",3,3,0,"C2106 C457 C1065","5120 7920 8215",1,0
"C9518",3,3,0,"C1438 C529 C457","5614 6055 7157",1,0
"C8715",3,3,0,"C1065 C528 C457","5679 6411 6942",1,0
"C13443",3,3,0,"C1065 C529 C586","5710 6214 7960",1,0
"C17390",3,3,0,"C529 C612 C3173","5988 8819 8953",1,0
"C20102",3,3,0,"C586 C457 C467","6587 7829 8806",1,0
"C2372",3,3,0,"C612 C467 C528","6744 8172 8616",1,0
"C2588",3,3,0,"C612 C586 C2106","6926 7659 9001",1,0
"C3131",4,2,4,"C1065 C586","908 4377 4922 6432",0.5,Inf
"C5802",2,2,1,"C22042 C10723","2027 8643",1,1
"C5808",2,2,1,"C628 C361","3435 7280",1,1
"C3073",2,2,1,"C467 C586","4746 8079",1,1
"C2626",2,2,1,"C586 C6153","6557 6664",1,1
"C15530",2,2,1,"C449 C612","6947 7952",1,1
"C1450",14,2,0,"C5618 C612","680 926 1691 2132 2826 3263 3474 4806 5264 6035 8988 2784 3178 5704",0.142857142857143,0
"C6151",12,2,0,"C3173 C1015","710 896 1473 4443 2825 2834 3436 6072 7175 7438 8366 9008",0.166666666666667,0
"C10688",10,2,0,"C2162 C467","180 759 1628 6584 7247 8390 8403 8418 4463 8825",0.2,0
"C16814",10,2,0,"C3173 C457","742 1142 1449 1940 2894 2966 3274 7647 8481 6631",0.2,0
"C14670",9,2,0,"C801 C586","111 1239 1980 2018 5013 5764 6358 7392 2537",0.222222222222222,0
"C11009",9,2,0,"C3173 C586","1713 1715 3277 3838 3896 6085 8548 3366 5714",0.222222222222222,0
"C10823",8,2,0,"C1015 C528","287 2935 5784 6433 8045 8097 8304 7418",0.25,0
"C6897",8,2,0,"C1015 C467","847 1120 1864 2372 3051 3147 3510 4124",0.25,0
"C1035",8,2,0,"C528 C467","1461 1950 2134 4384 5222 5424 7062 8264",0.25,0
"C365",8,2,0,"C1015 C586","3922 5127 5713 5986 6163 8583 4610 4834",0.25,0
"C1540",7,2,0,"C2162 C457","157 1488 1854 4439 6119 6345 595",0.285714285714286,0
"C16197",7,2,0,"C1015 C743","869 1059 1301 1968 2719 4261 5975",0.285714285714286,0
"C7394",7,2,0,"C3173 C10","1294 4198 8722 1909 2381 5535 8671",0.285714285714286,0
"C5453",7,2,0,"C457 C1065","1410 1842 2815 3232 5398 8188 6619",0.285714285714286,0
"C6001",7,2,0,"C10 C586","1456 2437 2781 6275 7401 1659 7086",0.285714285714286,0
"C13352",7,2,0,"C1015 C528","2737 4778 4918 5379 5822 8356 8943",0.285714285714286,0
"C1633",7,2,0,"C1691 C612","2771 3365 3600 5278 7207 7275 3756",0.285714285714286,0
"C1727",6,2,0,"C1881 C2106","281 1077 3742 1425 5540 5797",0.333333333333333,0
"C14069",6,2,0,"C2106 C5618","1081 1956 2535 2938 5537 6756",0.333333333333333,0
"C296",6,2,0,"C801 C2106","1156 1695 1814 8018 8076 4444",0.333333333333333,0
"C1879",6,2,0,"C529 C625","4323 5089 5693 6248 6521 7375",0.333333333333333,0
"C6590",5,2,0,"C3173 C1065","353 2045 2981 6995 6470",0.4,0
"C9093",5,2,0,"C3173 C467","472 678 5193 7254 3101",0.4,0
"C1868",5,2,0,"C1056 C612","659 5336 7766 8458 8973",0.4,0
"C2253",5,2,0,"C36 C464","814 2889 3503 5737 5977",0.4,0
"C2306",5,2,0,"C1691 C467","979 5493 6767 7226 4134",0.4,0
"C8139",5,2,0,"C801 C586","1053 3954 4842 6907 1860",0.4,0
"C11215",5,2,0,"C801 C586","1401 3321 6080 6486 8080",0.4,0
"C20651",5,2,0,"C10 C2106","2041 4872 6329 8963 3860",0.4,0
"C12558",5,2,0,"C2162 C586","2273 6643 8504 8668 2971",0.4,0
"C6031",5,2,0,"C467 C2162","3533 3727 6039 6596 6899",0.4,0
"C1726",5,2,0,"C2162 C5769","3625 3881 4193 7183 6797",0.4,0
"C10510",5,2,0,"C3173 C586","3899 5087 5514 8159 8158",0.4,0
"C8812",4,2,0,"C585 C528","35 6090 8540 5640",0.5,0
"C1778",4,2,0,"C457 C2106","71 5470 8258 6668",0.5,0
"C321",4,2,0,"C2162 C612","99 3244 3717 3904",0.5,0
"C9258",4,2,0,"C612 C586","211 4803 272 6087",0.5,0
"C1425",4,2,0,"C2162 C529","275 1256 7741 5686",0.5,0
"C51",4,2,0,"C529 C612","330 6440 6775 7784",0.5,0
"C70",4,2,0,"C1065 C457","607 1027 7156 8316",0.5,0
"C13340",4,2,0,"C457 C612","758 1767 2483 8253",0.5,0
"C12013",4,2,0,"C3173 C467","892 1169 2608 8129",0.5,0
"C12687",4,2,0,"C586 C2106","898 4331 5282 8843",0.5,0
"C2485",4,2,0,"C1065 C586","910 6583 7744 3564",0.5,0
"C2769",4,2,0,"C6167 C1065","918 945 1333 2067",0.5,0
"C195",4,2,0,"C528 C1065","1157 8382 3511 7021",0.5,0
"C17037",4,2,0,"C2855 C586","1230 3452 2843 8495",0.5,0
"C17174",4,2,0,"C586 C1065","1258 1506 7557 7913",0.5,0
"C914",4,2,0,"C3173 C585","1397 3480 8805 4890",0.5,0
"C11499",4,2,0,"C612 C467","1444 3413 8040 8149",0.5,0
"C21633",4,2,0,"C457 C1065","1485 2442 4133 4242",0.5,0
"C2925",4,2,0,"C586 C2106","1749 4328 8754 5539",0.5,0
"C841",4,2,0,"C1691 C2162","1772 7304 3696 6701",0.5,0
"C2456",4,2,0,"C612 C457","1783 6089 2472 3309",0.5,0
"C1068",4,2,0,"C2162 C612","2647 5911 8584 7338",0.5,0
"C4633",4,2,0,"C625 C528","2682 7591 4296 8386",0.5,0
"C467",4,2,0,"C625 C457","2842 8227 4220 7527",0.5,0
"C1841",4,2,0,"C1065 C586","3270 3689 3934 8324",0.5,0
"C1934",4,2,0,"C1056 C612","4046 4264 7873 8439",0.5,0
"C3083",4,2,0,"C612 C528","4232 6299 6851 8992",0.5,0
"C31",4,2,0,"C528 C457","4303 5589 7899 7861",0.5,0
"C7420",4,2,0,"C2162 C625","4360 5510 6144 8335",0.5,0
"C2143",4,2,0,"C467 C586","4758 8059 8816 6052",0.5,0
"C2254",4,2,0,"C467 C625","5544 6289 7509 6979",0.5,0
"C15982",3,2,0,"C529 C2651","10 7729 232",0.666666666666667,0
"C13358",3,2,0,"C586 C1065","38 850 5361",0.666666666666667,0
"C156",3,2,0,"C457 C467","54 7854 8437",0.666666666666667,0
"C14827",3,2,0,"C612 C457","89 6083 3451",0.666666666666667,0
"C7414",3,2,0,"C612 C529","98 1451 8496",0.666666666666667,0
"C382",3,2,0,"C625 C612","104 5332 8719",0.666666666666667,0
"C9857",3,2,0,"C586 C625","140 2358 2717",0.666666666666667,0
"C2057",3,2,0,"C2106 C586","193 1227 5727",0.666666666666667,0
"C1747",3,2,0,"C467 C625","212 2765 8031",0.666666666666667,0
"C13769",3,2,0,"C586 C612","292 5982 1041",0.666666666666667,0
"C6449",3,2,0,"C2162 C529","294 391 3188",0.666666666666667,0
"C10127",3,2,0,"C625 C586","295 8838 3256",0.666666666666667,0
"C2404",3,2,0,"C1065 C586","310 1477 5618",0.666666666666667,0
"C10728",3,2,0,"C467 C625","344 5532 397",0.666666666666667,0
"C4541",3,2,0,"C625 C1065","348 838 6161",0.666666666666667,0
"C1307",3,2,0,"C528 C529","351 6729 5766",0.666666666666667,0
"C7495",3,2,0,"C586 C2162","356 585 5523",0.666666666666667,0
"C28",3,2,0,"C586 C612","403 1330 1883",0.666666666666667,0
"C18401",3,2,0,"C1065 C586","422 7641 8968",0.666666666666667,0
"C9651",3,2,0,"C585 C1065","439 2708 7117",0.666666666666667,0
"C2232",3,2,0,"C467 C586","478 9037 7063",0.666666666666667,0
"C13696",3,2,0,"C586 C625","510 2997 4658",0.666666666666667,0
"C9256",3,2,0,"C586 C528","564 5685 8605",0.666666666666667,0
"C1018",3,2,0,"C586 C2162","566 3340 5071",0.666666666666667,0
"C3374",3,2,0,"C586 C528","573 7662 8269",0.666666666666667,0
"C2307",3,2,0,"C586 C612","651 734 1356",0.666666666666667,0
"C6431",3,2,0,"C467 C586","673 3144 6458",0.666666666666667,0
"C9416",3,2,0,"C528 C586","683 3079 3807",0.666666666666667,0
"C18982",3,2,0,"C1065 C528","689 4499 4741",0.666666666666667,0
"C812",3,2,0,"C586 C529","709 8034 7783",0.666666666666667,0
"C6022",3,2,0,"C625 C586","736 7780 6333",0.666666666666667,0
"C11646",3,2,0,"C586 C612","748 4638 5045",0.666666666666667,0
"C3028",3,2,0,"C457 C625","766 6290 3999",0.666666666666667,0
"C11794",3,2,0,"C467 C612","787 1290 8602",0.666666666666667,0
"C11912",3,2,0,"C2106 C528","836 3372 2645",0.666666666666667,0
"C9727",3,2,0,"C457 C395","837 1689 2634",0.666666666666667,0
"C18751",3,2,0,"C612 C625","839 3185 3238",0.666666666666667,0
"C17640",3,2,0,"C528 C612","871 4905 4324",0.666666666666667,0
"C15598",3,2,0,"C457 C1065","875 8532 7679",0.666666666666667,0
"C19042",3,2,0,"C625 C612","894 3893 6567",0.666666666666667,0
"C6623",3,2,0,"C529 C467","895 3753 5551",0.666666666666667,0
"C7217",3,2,0,"C625 C586","897 980 7030",0.666666666666667,0
"C1089",3,2,0,"C586 C457","915 3839 6527",0.666666666666667,0
"C12371",3,2,0,"C612 C586","920 1936 5959",0.666666666666667,0
"C2314",3,2,0,"C2106 C457","954 2637 8785",0.666666666666667,0
"C985",3,2,0,"C625 C586","968 8530 8808",0.666666666666667,0
"C14030",3,2,0,"C457 C1015","974 1440 1320",0.666666666666667,0
"C19479",3,2,0,"C801 C2106","982 4751 4023",0.666666666666667,0
"C1170",3,2,0,"C612 C1065","983 4600 2083",0.666666666666667,0
"C396",3,2,0,"C586 C612","991 5306 6475",0.666666666666667,0
"C16724",3,2,0,"C586 C457","1014 7770 7477",0.666666666666667,0
"C18113",3,2,0,"C625 C529","1017 3111 5467",0.666666666666667,0
"C13216",3,2,0,"C457 C529","1028 6280 2847",0.666666666666667,0
"C20688",3,2,0,"C612 C529","1042 6568 2563",0.666666666666667,0
"C2109",3,2,0,"C2106 C586","1069 8665 4901",0.666666666666667,0
"C8575",3,2,0,"C529 C467","1075 1413 2827",0.666666666666667,0
"C2686",3,2,0,"C586 C457","1098 6773 5186",0.666666666666667,0
"C47",3,2,0,"C2106 C612","1118 4456 4695",0.666666666666667,0
"C9305",3,2,0,"C529 C3034","1130 3026 7756",0.666666666666667,0
"C20000",3,2,0,"C586 C467","1188 4805 6535",0.666666666666667,0
"C1102",3,2,0,"C2106 C612","1205 6030 1792",0.666666666666667,0
"C19280",3,2,0,"C586 C528","1211 2672 6170",0.666666666666667,0
"C1570",3,2,0,"C467 C612","1233 2764 3391",0.666666666666667,0
"C1576",3,2,0,"C529 C528","1263 4496 9065",0.666666666666667,0
"C1513",3,2,0,"C467 C586","1370 8483 7652",0.666666666666667,0
"C1208",3,2,0,"C586 C625","1409 4007 5374",0.666666666666667,0
"C3558",3,2,0,"C612 C1065","1595 5215 8016",0.666666666666667,0
"C6110",3,2,0,"C457 C529","1597 8921 8959",0.666666666666667,0
"C16234",3,2,0,"C467 C612","1598 4995 8144",0.666666666666667,0
"C10063",3,2,0,"C586 C528","1650 8056 2312",0.666666666666667,0
"C17074",3,2,0,"C457 C586","1652 2549 3166",0.666666666666667,0
"C19151",3,2,0,"C586 C528","1657 6463 7446",0.666666666666667,0
"C18664",3,2,0,"C625 C586","1664 8964 6238",0.666666666666667,0
"C56",3,2,0,"C1065 C586","1687 6022 7119",0.666666666666667,0
"C4917",3,2,0,"C1065 C612","1731 8005 3095",0.666666666666667,0
"C16395",3,2,0,"C467 C586","1759 5254 8469",0.666666666666667,0
"C5572",3,2,0,"C625 C612","1852 4308 3771",0.666666666666667,0
"C13968",3,2,0,"C586 C467","1890 3307 7767",0.666666666666667,0
"C92",3,2,0,"C467 C529","1894 7799 8492",0.666666666666667,0
"C14132",3,2,0,"C586 C467","1945 3010 8346",0.666666666666667,0
"C18777",3,2,0,"C586 C1065","1981 8874 8284",0.666666666666667,0
"C10177",3,2,0,"C586 C1065","2011 6278 2809",0.666666666666667,0
"C16492",3,2,0,"C457 C467","2029 8486 8307",0.666666666666667,0
"C18979",3,2,0,"C585 C743","2037 2828 6404",0.666666666666667,0
"C10421",3,2,0,"C2106 C586","2112 3223 3179",0.666666666666667,0
"C20875",3,2,0,"C612 C586","2139 3837 4260",0.666666666666667,0
"C160",3,2,0,"C612 C586","2153 2369 6728",0.666666666666667,0
"C18765",3,2,0,"C1015 C612","2269 6713 3863",0.666666666666667,0
"C11461",3,2,0,"C528 C2106","2362 2494 2366",0.666666666666667,0
"C759",3,2,0,"C2106 C1065","2378 4692 7629",0.666666666666667,0
"C11035",3,2,0,"C612 C1065","2402 8710 3302",0.666666666666667,0
"C20819",3,2,0,"C586 C801","2405 3046 3202",0.666666666666667,0
"C2677",3,2,0,"C529 C625","2459 8114 6400",0.666666666666667,0
"C19346",3,2,0,"C625 C467","2463 8631 7051",0.666666666666667,0
"C18925",3,2,0,"C457 C586","2471 5114 6361",0.666666666666667,0
"C2650",3,2,0,"C529 C467","2475 7947 6523",0.666666666666667,0
"C3511",3,2,0,"C529 C625","2490 7981 5072",0.666666666666667,0
"C20386",3,2,0,"C586 C467","2495 3397 7087",0.666666666666667,0
"C10846",3,2,0,"C612 C586","2550 8310 8974",0.666666666666667,0
"C2805",3,2,0,"C529 C625","2635 6305 6755",0.666666666666667,0
"C11033",3,2,0,"C467 C1065","2759 7253 4144",0.666666666666667,0
"C2074",3,2,0,"C457 C1065","2835 7022 7462",0.666666666666667,0
"C11537",3,2,0,"C467 C743","2885 3774 6100",0.666666666666667,0
"C977",3,2,0,"C586 C612","2916 8050 8578",0.666666666666667,0
"C8295",3,2,0,"C2106 C457","2941 4137 4797",0.666666666666667,0
"C19859",3,2,0,"C5618 C2106","2992 4336 4297",0.666666666666667,0
"C4379",3,2,0,"C1065 C586","3114 6754 5405",0.666666666666667,0
"C807",3,2,0,"C467 C612","3146 3681 3447",0.666666666666667,0
"C17619",3,2,0,"C1065 C529","3287 4028 7775",0.666666666666667,0
"C8893",3,2,0,"C1065 C625","3296 7865 4775",0.666666666666667,0
"C7085",3,2,0,"C586 C528","3312 8755 6381",0.666666666666667,0
"C1665",3,2,0,"C586 C457","3420 6332 5916",0.666666666666667,0
"C1300",3,2,0,"C528 C586","3525 6494 8984",0.666666666666667,0
"C20254",3,2,0,"C457 C529","3534 8697 4802",0.666666666666667,0
"C10974",3,2,0,"C457 C3173","3562 6296 7508",0.666666666666667,0
"C6259",3,2,0,"C586 C1065","3618 7800 8885",0.666666666666667,0
"C4159",3,2,0,"C528 C1065","3706 5177 7364",0.666666666666667,0
"C3060",3,2,0,"C457 C612","3725 4523 4931",0.666666666666667,0
"C9436",3,2,0,"C529 C2106","3734 6166 6291",0.666666666666667,0
"C14317",3,2,0,"C586 C625","3855 7658 8165",0.666666666666667,0
"C14640",3,2,0,"C467 C612","3888 5339 5521",0.666666666666667,0
"C8958",3,2,0,"C529 C612","3985 8830 6467",0.666666666666667,0
"C724",3,2,0,"C625 C612","4164 9043 7019",0.666666666666667,0
"C11007",3,2,0,"C529 C5618","4170 5558 7868",0.666666666666667,0
"C15661",3,2,0,"C586 C529","4263 6196 5165",0.666666666666667,0
"C16249",3,2,0,"C2162 C529","4289 4710 5966",0.666666666666667,0
"C14379",3,2,0,"C1065 C529","4307 6046 6008",0.666666666666667,0
"C5812",3,2,0,"C586 C2106","4309 5309 8126",0.666666666666667,0
"C7041",3,2,0,"C586 C467","4396 8756 6116",0.666666666666667,0
"C5292",3,2,0,"C586 C467","4447 6508 6251",0.666666666666667,0
"C4232",3,2,0,"C528 C467","4607 6873 8014",0.666666666666667,0
"C1486",3,2,0,"C612 C2106","4613 9052 5196",0.666666666666667,0
"C1586",3,2,0,"C586 C1871","4794 6522 8976",0.666666666666667,0
"C16754",3,2,0,"C2106 C586","4799 5407 7609",0.666666666666667,0
"C4154",3,2,0,"C1065 C2162","4898 6355 8850",0.666666666666667,0
"C6548",3,2,0,"C529 C528","5016 5515 8147",0.666666666666667,0
"C67",3,2,0,"C1797 C1015","5155 5368 7268",0.666666666666667,0
"C6544",3,2,0,"C586 C528","5173 7998 6436",0.666666666666667,0
"C1763",3,2,0,"C2106 C586","5239 7259 8216",0.666666666666667,0
"C2604",3,2,0,"C467 C586","5267 5528 8714",0.666666666666667,0
"C10018",3,2,0,"C2162 C529","5429 8897 8141",0.666666666666667,0
"C12006",3,2,0,"C1065 C529","5808 7443 7423",0.666666666666667,0
"C19797",3,2,0,"C586 C612","6121 7085 7846",0.666666666666667,0
"C19004",3,2,0,"C467 C625","6156 7417 6232",0.666666666666667,0
"C2392",3,2,0,"C1065 C457","6227 6785 7821",0.666666666666667,0
"C6802",3,2,0,"C586 C2106","6259 6925 7448",0.666666666666667,0
"C3139",3,2,0,"C395 C586","6608 7168 7044",0.666666666666667,0
"C21104",3,2,0,"C625 C528","7025 8713 7124",0.666666666666667,0
"C1628",3,2,0,"C743 C529","7499 7778 8309",0.666666666666667,0
"C2755",2,2,0,"C528 C529","1 5788",1,0
"C8011",2,2,0,"C528 C457","2 8725",1,0
"C4867",2,2,0,"C467 C612","39 7174",1,0
"C9902",2,2,0,"C1065 C529","45 5031",1,0
"C16621",2,2,0,"C612 C457","47 7553",1,0
"C14264",2,2,0,"C467 C457","55 2532",1,0
"C820",2,2,0,"C2106 C528","58 3415",1,0
"C592",2,2,0,"C586 C625","59 1442",1,0
"C8599",2,2,0,"C457 C612","62 2323",1,0
"C15872",2,2,0,"C467 C2106","67 3501",1,0
"C7507",2,2,0,"C457 C586","68 5139",1,0
"C13268",2,2,0,"C586 C457","80 3514",1,0
"C18819",2,2,0,"C586 C457","85 1802",1,0
"C3676",2,2,0,"C529 C528","88 6128",1,0
"C355",2,2,0,"C3455 C612","94 2435",1,0
"C19863",2,2,0,"C2106 C743","95 6175",1,0
"C10725",2,2,0,"C625 C528","97 7604",1,0
"C13343",2,2,0,"C586 C528","102 6069",1,0
"C1331",2,2,0,"C467 C457","109 3463",1,0
"C9895",2,2,0,"C528 C467","110 3390",1,0
"C10603",2,2,0,"C743 C529","115 7684",1,0
"C17522",2,2,0,"C528 C625","116 3060",1,0
"C6010",2,2,0,"C586 C612","121 125",1,0
"C15468",2,2,0,"C529 C528","127 5908",1,0
"C22208",2,2,0,"C529 C2106","138 3816",1,0
"C1171",2,2,0,"C625 C586","141 3796",1,0
"C15498",2,2,0,"C529 C612","167 2168",1,0
"C13179",2,2,0,"C586 C1015","183 7912",1,0
"C11609",2,2,0,"C529 C1065","205 8376",1,0
"C11798",2,2,0,"C1065 C467","220 3069",1,0
"C11092",2,2,0,"C625 C586","222 8422",1,0
"C17252",2,2,0,"C625 C457","227 8224",1,0
"C1456",2,2,0,"C467 C612","235 4953",1,0
"C1389",2,2,0,"C528 C586","241 2568",1,0
"C1106",2,2,0,"C467 C625","244 5672",1,0
"C9621",2,2,0,"C467 C529","246 3373",1,0
"C3745",2,2,0,"C529 C612","249 6863",1,0
"C1674",2,2,0,"C612 C586","251 7941",1,0
"C2395",2,2,0,"C1065 C586","257 3647",1,0
"C13801",2,2,0,"C586 C1065","261 5299",1,0
"C9226",2,2,0,"C625 C612","269 3486",1,0
"C15145",2,2,0,"C1065 C528","273 1251",1,0
"C414",2,2,0,"C2106 C625","284 3352",1,0
"C13239",2,2,0,"C467 C586","288 1422",1,0
"C10709",2,2,0,"C743 C1065","289 5181",1,0
"C3501",2,2,0,"C528 C529","302 6249",1,0
"C3897",2,2,0,"C528 C457","306 8231",1,0
"C3224",2,2,0,"C1065 C612","307 2711",1,0
"C14835",2,2,0,"C467 C625","308 5699",1,0
"C11987",2,2,0,"C612 C467","316 3504",1,0
"C3380",2,2,0,"C457 C529","324 6550",1,0
"C7073",2,2,0,"C612 C457","325 2579",1,0
"C19518",2,2,0,"C586 C529","331 4906",1,0
"C6336",2,2,0,"C457 C586","334 5416",1,0
"C4706",2,2,0,"C625 C528","338 1754",1,0
"C6922",2,2,0,"C529 C625","345 5575",1,0
"C15786",2,2,0,"C586 C2106","347 2154",1,0
"C197",2,2,0,"C625 C1065","349 8138",1,0
"C5997",2,2,0,"C457 C529","352 1720",1,0
"C8522",2,2,0,"C467 C529","371 3283",1,0
"C5933",2,2,0,"C586 C529","381 5623",1,0
"C1312",2,2,0,"C1065 C625","390 1610",1,0
"C8060",2,2,0,"C528 C612","392 8415",1,0
"C6701",2,2,0,"C1065 C625","395 3414",1,0
"C2714",2,2,0,"C457 C528","396 1768",1,0
"C9972",2,2,0,"C3034 C1065","405 7360",1,0
"C13441",2,2,0,"C612 C10","409 1624",1,0
"C16230",2,2,0,"C586 C2106","413 3998",1,0
"C19172",2,2,0,"C467 C2106","417 7313",1,0
"C8508",2,2,0,"C467 C1065","419 5832",1,0
"C12665",2,2,0,"C529 C625","426 5091",1,0
"C17835",2,2,0,"C586 C612","430 7827",1,0
"C17293",2,2,0,"C529 C3443","440 6666",1,0
"C4129",2,2,0,"C467 C1065","453 2281",1,0
"C15072",2,2,0,"C457 C612","455 4502",1,0
"C10912",2,2,0,"C625 C529","463 8692",1,0
"C1190",2,2,0,"C529 C528","465 1724",1,0
"C641",2,2,0,"C2106 C612","467 2994",1,0
"C1415",2,2,0,"C586 C612","471 3693",1,0
"C9804",2,2,0,"C1065 C3173","473 636",1,0
"C11562",2,2,0,"C625 C586","483 5847",1,0
"C19103",2,2,0,"C612 C625","486 6932",1,0
"C10378",2,2,0,"C457 C529","490 5307",1,0
"C19211",2,2,0,"C2106 C586","492 3701",1,0
"C4061",2,2,0,"C585 C457","505 4210",1,0
"C4573",2,2,0,"C528 C1065","507 4629",1,0
"C1472",2,2,0,"C2438 C457","514 7373",1,0
"C22204",2,2,0,"C1065 C586","517 6897",1,0
"C8779",2,2,0,"C612 C1065","522 3930",1,0
"C21423",2,2,0,"C528 C1065","523 1421",1,0
"C8625",2,2,0,"C1065 C457","524 3923",1,0
"C16650",2,2,0,"C467 C612","535 4004",1,0
"C282",2,2,0,"C586 C528","538 3558",1,0
"C1346",2,2,0,"C586 C529","551 7648",1,0
"C16596",2,2,0,"C625 C467","556 5692",1,0
"C11751",2,2,0,"C586 C1065","561 3935",1,0
"C19562",2,2,0,"C586 C612","580 4338",1,0
"C2462",2,2,0,"C586 C625","587 8764",1,0
"C10642",2,2,0,"C457 C528","590 5056",1,0
"C3320",2,2,0,"C467 C457","602 6001",1,0
"C2984",2,2,0,"C1065 C625","609 8880",1,0
"C1487",2,2,0,"C625 C46","610 3694",1,0
"C3568",2,2,0,"C1065 C528","632 8796",1,0
"C4253",2,2,0,"C1065 C457","640 5565",1,0
"C5274",2,2,0,"C612 C467","654 1163",1,0
"C4053",2,2,0,"C457 C625","658 6356",1,0
"C7354",2,2,0,"C743 C467","676 6459",1,0
"C12949",2,2,0,"C2106 C612","685 7550",1,0
"C10776",2,2,0,"C2106 C625","695 1582",1,0
"C5782",2,2,0,"C5894 C8768","697 7590",1,0
"C11661",2,2,0,"C3173 C625","723 8774",1,0
"C19029",2,2,0,"C2106 C1065","727 5577",1,0
"C403",2,2,0,"C1065 C528","737 1511",1,0
"C12500",2,2,0,"C529 C457","752 2005",1,0
"C18694",2,2,0,"C625 C457","757 4419",1,0
